provider_id,program_id,provider_type,legal_name,normalized_name,jurisdiction,authorization_date,current_status,practice_areas_raw,practice_areas_list,ownership_structure,uses_technology,uses_ai,website,first_seen_snapshot_id,last_seen_snapshot_id,source_url,retrieved_at,scraper_version
prov_az_abs_cf7f2670d3b0,prog_az_abs,entity,"Corporate Immigration Attorneys, LLC",corporate immigration attorneys,AZ,,exited,"[""Immigration Legal Services""]",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_d03b6243664b,prog_az_abs,entity,Lawfty Legal PLLC,lawfty legal,AZ,,exited,"",,,,,,snap_a6e3d292014fceaf,snap_a6e3d292014fceaf,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2024-11-08T20:22:47.000000+0000,wayback-0.1.0
prov_az_abs_d0e59e6954a3,prog_az_abs,entity,"McCormick Law, Car Wreck Attorneys, PLLC",mccormick law car wreck attorneys,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_d13ba4f1e95d,prog_az_abs,entity,"Bad Drug Law Firm, PLLC",bad drug law firm,AZ,,exited,"",,,,,,snap_a6e3d292014fceaf,snap_a6e3d292014fceaf,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2024-11-08T20:22:47.000000+0000,wayback-0.1.0
prov_az_abs_d183952ef7c9,prog_az_abs,entity,"Level Up Law, LLC",level up law,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_d2c0b204f72c,prog_az_abs,entity,"Pickett Umizaj, PLLC",pickett umizaj,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_d2ca96305642,prog_az_abs,entity,"Wilkie Puchi, LLP",wilkie puchi,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_d531761ec59e,prog_az_abs,entity,"Heritage Family Offices, LLC",heritage family offices,AZ,,exited,"",,,,,,snap_a6e3d292014fceaf,snap_a6e3d292014fceaf,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2024-11-08T20:22:47.000000+0000,wayback-0.1.0
prov_az_abs_d6b6c43f7313,prog_az_abs,entity,"Shine Lawyers US, LLC",shine lawyers us,AZ,,active,"[""Personal Injuries"", ""Class Actions"", ""Mass Torts"", ""Product Liability Claims""]",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_d73e7ee1d01b,prog_az_abs,entity,"Enumero Law, Inc.",enumero law,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_d8af2230d50e,prog_az_abs,entity,"Bespoke Legal Services, PLLC",bespoke legal services,AZ,,active,"",,,,,,snap_a6e3d292014fceaf,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_d9c4f4e1b1f1,prog_az_abs,entity,"Sunridge Law Group, LLC",sunridge law group,AZ,,exited,"[""Maricopa""]",,,,,,snap_a6e3d292014fceaf,snap_a6e3d292014fceaf,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2024-11-08T20:22:47.000000+0000,wayback-0.1.0
prov_az_abs_db1e1590dc6b,prog_az_abs,entity,"Esquire Law, LLC",esquire law,AZ,,active,"",,,,,,snap_a6e3d292014fceaf,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_dbef52fe9eae,prog_az_abs,entity,"Fidelity Legal, LLC",fidelity legal,AZ,,exited,"",,,,,,snap_a6e3d292014fceaf,snap_a6e3d292014fceaf,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2024-11-08T20:22:47.000000+0000,wayback-0.1.0
prov_az_abs_de1cd4908cc2,prog_az_abs,entity,"Red Rock Securites Law, Inc",red rock securites law,AZ,,exited,"",,,,,,snap_a6e3d292014fceaf,snap_a6e3d292014fceaf,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2024-11-08T20:22:47.000000+0000,wayback-0.1.0
prov_az_abs_deaf9e48d8f0,prog_az_abs,entity,"United Alliance Law, PLLC",united alliance law,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_deb29f19b23f,prog_az_abs,entity,"KPMG Law US, LLC",kpmg law us,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_df72f1c618a2,prog_az_abs,entity,"Open Law Group, LTD",open law group,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_e0e2241ad00e,prog_az_abs,entity,Axiom Advice & Counsel LLC,axiom advice and counsel,AZ,,active,"[""All Arizona Counties""]",,,,,https://www.axiomadviceandcounsel.com/,snap_a6e3d292014fceaf,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_e28cb9e7e399,prog_az_abs,entity,"Legal Help Partners, PLLC",legal help partners,AZ,,active,"[""All Arizona Counties""]",,,,,https://www.lhplawgroup.com,snap_a6e3d292014fceaf,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_e3b67fdceb5d,prog_az_abs,entity,"GFO Law, LLC",gfo law,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_e4e62f606aea,prog_az_abs,entity,"Turquoise Law Group, PLLC",turquoise law group,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_e81519eaab25,prog_az_abs,entity,My Visa Source Legal Group Corp,my visa source legal group corp,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_e872bf9c0e98,prog_az_abs,entity,National Mass Tort & Class Action Law Firm PLLC,national mass tort and class action law firm,AZ,,exited,"",,,,,,snap_a6e3d292014fceaf,snap_a6e3d292014fceaf,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2024-11-08T20:22:47.000000+0000,wayback-0.1.0
prov_az_abs_ea46ac6fe8d7,prog_az_abs,entity,"G Law Services, LLC",g law services,AZ,,active,"",,,,,,snap_a6e3d292014fceaf,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_f1a68aed73dd,prog_az_abs,entity,"Aiken Farrell Kroloff, LLC",aiken farrell kroloff,AZ,,active,"[""Victim Advocacy""]",,,,,https://afk-law.com,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_f3446801d23c,prog_az_abs,entity,"Legal Networks, LLC",legal networks,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_f47a08bd092a,prog_az_abs,entity,"Tice Mendes Law, PLLC",tice mendes law,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_f4a6ed3908e7,prog_az_abs,entity,"Healthcare Law Group, LLC",healthcare law group,AZ,,exited,"",,,,,,snap_a6e3d292014fceaf,snap_a6e3d292014fceaf,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2024-11-08T20:22:47.000000+0000,wayback-0.1.0
prov_az_abs_f4eeae28d40c,prog_az_abs,entity,"Ellis Legal, LLC",ellis legal,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_f623e1cd40b0,prog_az_abs,entity,"Innovation Legal Services AZ, LLC",innovation legal services az,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_f6295c4bc933,prog_az_abs,entity,"McCarthy Family Law, PLLC",mccarthy family law,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_f80c4feafad5,prog_az_abs,entity,Aiken Farrell Kroloff LLC,aiken farrell kroloff,AZ,,exited,"[""Maricopa""]",,,,,,snap_a6e3d292014fceaf,snap_a6e3d292014fceaf,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2024-11-08T20:22:47.000000+0000,wayback-0.1.0
prov_az_abs_f901496c235f,prog_az_abs,entity,"Aprio Legal, LLC",aprio legal,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_f965f322b0aa,prog_az_abs,entity,"Conduit Law, LLC",conduit law,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_fb882419a0bd,prog_az_abs,entity,"Lex Generalis, LLC",lex generalis,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_fbf585edb3b4,prog_az_abs,entity,"Litix Legal, LLC",litix legal,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_fbfdc6703212,prog_az_abs,entity,"Law Bear, LLC (dba Law Bear Auto Accident Attorneys)",law bear dba law bear auto accident attorneys,AZ,,active,"[""Personal Injury - Plaintiff""]",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_fcea7a033b5f,prog_az_abs,entity,"Elias, Mendoza, Hill Law Group, P.C. (dba Mendoza Immigration)",elias mendoza hill law group dba mendoza immigration,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_abs_ffac8ada9b7e,prog_az_abs,entity,"Centurion Law, LLC",centurion law,AZ,,active,"",,,,,,snap_9f99d17bf219186a,snap_5d78c901889976f5,https://www.azcourts.gov/cld/Alternative-Business-Structure/Directory,2026-07-19T23:02:51.062810+0000,0.1.0
prov_az_lp_016e01e5e0af,prog_az_lp,individual,Devin Bullock,devin bullock,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_04408ddc4b78,prog_az_lp,individual,Jamie Wright,jamie wright,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_047593fc83bb,prog_az_lp,individual,Heather Humphreys,heather humphreys,AZ,,active,"[""Family"", ""Civil"", ""Juvenile""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_05bab8c6cf26,prog_az_lp,individual,Heather Potter,heather potter,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_06cabab00992,prog_az_lp,individual,Samantha Hope Gilchrist,samantha hope gilchrist,AZ,,active,"[""Family"", ""Criminal""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_06cc74733e0d,prog_az_lp,individual,Donna Owen,donna owen,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_0bd1ea659907,prog_az_lp,individual,Jessica Fanto,jessica fanto,AZ,,active,"[""Administrative""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_0d5044eb6899,prog_az_lp,individual,Kristen Kiernan,kristen kiernan,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_0ee271583684,prog_az_lp,individual,Hannah Sturdevant,hannah sturdevant,AZ,,exited,"[""Civil""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_16cec6b99eb6,prog_az_lp,individual,Dionne Howell,dionne howell,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_1755568753a2,prog_az_lp,individual,Jaymi Trimble,jaymi trimble,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_196aecd7899c,prog_az_lp,individual,Staci Maret,staci maret,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_19911777d589,prog_az_lp,individual,Randi Partain,randi partain,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_1dee8cbeaa3a,prog_az_lp,individual,Ember Bielanski,ember bielanski,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_1f0324825bad,prog_az_lp,individual,Kimberly Sisk,kimberly sisk,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_1fbf158e69d9,prog_az_lp,individual,Mandi Hemming,mandi hemming,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_20ada8a6c063,prog_az_lp,individual,Leon Estrada,leon estrada,AZ,,active,"[""Civil""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_20b336a5a4f6,prog_az_lp,individual,Donna Thompson,donna thompson,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_20c051976ce1,prog_az_lp,individual,Jennifer Pierson,jennifer pierson,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_219f1f971486,prog_az_lp,individual,Ruby Gaxiola,ruby gaxiola,AZ,,active,"[""Family"", ""Criminal""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_2609bf6c0773,prog_az_lp,individual,Jennifer Damner,jennifer damner,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_285f9c57ee6d,prog_az_lp,individual,Jacqueline Dabney,jacqueline dabney,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_292833de7777,prog_az_lp,individual,Victoria Castro,victoria castro,AZ,,active,"[""Family"", ""Criminal""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_2d9e76669ef5,prog_az_lp,individual,CJ Garan,cj garan,AZ,,active,"[""Criminal""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_30d150b3abdb,prog_az_lp,individual,Tammy Leach,tammy leach,AZ,,active,"[""Family""]",,,,,,snap_b1835fcea333b51b,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_335aba1e4ae4,prog_az_lp,individual,Elizabeth Petculescu (Ramia),elizabeth petculescu ramia,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_33f98e3b2bd5,prog_az_lp,individual,Cyndy Espinoza,cyndy espinoza,AZ,,active,"[""Family"", ""Criminal""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_3bc6a942f2d6,prog_az_lp,individual,Jennifer Partin,jennifer partin,AZ,,active,"[""Civil""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_3f0de3a72053,prog_az_lp,individual,Kimberly Wallace,kimberly wallace,AZ,,active,"[""Administrative""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_43276ccd2cde,prog_az_lp,individual,Robyn McCraw,robyn mccraw,AZ,,exited,"[""Family""]",,,,,,snap_26827600c4012050,snap_26827600c4012050,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-06-29T14:08:10.694860+0000,0.1.0
prov_az_lp_43e256562272,prog_az_lp,individual,Carrie Gremard,carrie gremard,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_45f617aee46d,prog_az_lp,individual,Daniella Montez,daniella montez,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_4a52207df033,prog_az_lp,individual,Alison Lucas,alison lucas,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_4c36261cdae9,prog_az_lp,individual,Guy Ecklund,guy ecklund,AZ,,active,"[""Civil""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_4d1e4f7148d3,prog_az_lp,individual,Peggy Cochran,peggy cochran,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_4ec97a45dafb,prog_az_lp,individual,Roland Jones,roland jones,AZ,,exited,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_52c9c680589f,prog_az_lp,individual,Kaitlin Gapen,kaitlin gapen,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_56df13b2dccf,prog_az_lp,individual,Beth Maxwell,beth maxwell,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_57a4496aaef7,prog_az_lp,individual,Don Burns,don burns,AZ,,active,"[""Civil""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_5a8f02a684d8,prog_az_lp,individual,Najaht Herrera,najaht herrera,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_5b5f22fee9bc,prog_az_lp,individual,Nitasha Miller,nitasha miller,AZ,,active,"[""Family"", ""Criminal""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_607c22cf69e6,prog_az_lp,individual,Leslie Martinez,leslie martinez,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_61b300f3bb7c,prog_az_lp,individual,Alejandra Gerardo,alejandra gerardo,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_61fa19f581be,prog_az_lp,individual,Stacy James,stacy james,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_622e7e30e34d,prog_az_lp,individual,Tyson Marsh,tyson marsh,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_633d3142cb08,prog_az_lp,individual,Mary Polucci,mary polucci,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_6481912e03b5,prog_az_lp,individual,Crystal Corona,crystal corona,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_64e632d46a12,prog_az_lp,individual,Pedro Roman,pedro roman,AZ,,active,"[""Family"", ""Civil""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_67aba792f3c2,prog_az_lp,individual,C. Richard Caudill-Arundell,c richard caudill arundell,AZ,,unknown,"[""Civil""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_67cd9a5be25d,prog_az_lp,individual,Bryanda Davila-Pradel,bryanda davila pradel,AZ,,active,"[""Family""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_68ec80a56f33,prog_az_lp,individual,Michelle Codega,michelle codega,AZ,,active,"[""Criminal""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
prov_az_lp_69b41bfafc10,prog_az_lp,individual,Erica Marinone-Knight,erica marinone knight,AZ,,active,"[""Criminal""]",,,,,,snap_26827600c4012050,snap_b1835fcea333b51b,https://www.azcourts.gov/cld/Legal-Paraprofessional/Directory,2026-07-19T23:02:55.761993+0000,0.1.0
